#Name	Period	RpRs	a/Rs	RpE	aAU	TeqP	TeffS	Gmag	MpE
TOI-4602.01	3.9812091	0.0202	9.4534438299404472.5558775183832174	0.050996999999999994	1382.6164706799864	6011.9	8.17303	7.04
TOI-669-b	3.945152	0.02399	10.32.5905747119047993	0.047420814660031126	1233.16643889599	5597.0	10.6364	10.0
K2-285-b	3.471745	0.03013	10.432.5963121290039357	0.038318455090149896	1089.270978948791	4975.0	11.804	9.68
K2-395-b	4.803352	0.0304	14.442.5864189021809003	0.052379142853668965	931.7062245792221	5007.0	14.1559	7.26
HD-18599-b	4.1374354	0.0309	14.12.5952540882080872	0.05049012305226614	968.859551115245	5145.0	8.73117	24.1
TOI-1836-c	1.7727471	0.01449	4.0256625991898282.607852409024631	0.030889999999999997	2198.0727377782855	6237.0	9.64482	8.0
HD-217786-c	2.52221	0.017856857369040947	6.0979268025976192.609999999999999	0.038	1708.3511632400161	5966.0	7.63573	7.31005
K2-320-b	1.995	0.08006622586363854	10.1781887017392562.6199999999999997	0.014199999999999999	699.720076394748	3157.0	16.3554	7.37
GJ-1265-b	3.6511	0.12690287707193812	29.4254528812328322.6299999999999994	0.025999999999999995	421.8246329204871	3236.0	12.0807	7.4
TOI-2768-b	1.50801	0.0434	8.833.12438356250294	0.027101993103435265	953.7451955709896	4008.0	12.2	7.41
TOI-1683.01	3.0575356	0.03452	11.2148484846005052.635721421740017	0.036508	929.4763312697286	4402.0	10.5084	7.45
TOI-277-b	3.994	0.06748584559117116	16.0676805209381432.65	0.0269	711.0844905572383	4031.0	12.7896	7.51
TOI-3353.01	4.6657965	0.02393	12.67152.6624015020147063	0.060106963815227614	1264.3560650869283	6365.0	9.23847	7.59
HD-155918-b	1.87567	0.023998296256838223	6.3244751667808132.67	0.029999999999999995	1622.8823609364306	5771.84	6.8406	7.62788
K2-182-b	4.7369683	0.03111	14.232.6807590552045277	0.05227915780755829	969.110045191357	5170.0	11.7202	20.0
TOI-2000-b	3.09833	0.02182	8.12.6894524419497965	0.04256572683958662	1394.064157972369	5611.0	10.8542	11.0
TOI-125-b	4.65382	0.0295	13.162.735089995453191	0.052020126781122694	1036.9759635286491	5320.0	10.718	9.5
GJ-1214-b	1.58040453	0.11589	14.710154285644282.7809893322462806	0.01505	571.7131143926439	3101.0	13.0089	8.41
TOI-251-b	4.93777	0.02858	14.022.7433143538044247	0.057375604878846714	1109.4784376944813	5875.0	9.75411	317.83
GJ-3779-b	3.0232	0.09004176163781595	19.9672715979794232.7499999999999996	0.026	526.0011027233953	3324.0	11.6266	8.0
TOI-969-b	1.8237305	0.03783464415739327	8.472.7649999999999992	0.02639093665923415	1077.54873443782	4435.0	11.2667	9.1
TOI-269-b	3.6977104	0.0638	18.532.7836289804173657	0.03446926333825152	577.2302064852523	3514.0	13.4258	8.8
TOI-880.02	2.5735943	0.03115	9.0034672.786137736943604	0.0343336693852956	1162.9666763164796	4935.0	9.83708	8.14
K2-284-b	4.795069	0.042	16.842.794536617487967	0.04777145989150766	713.3691098834229	4140.0	12.8598	8.15
TOI-4479-b	1.1589	0.062	7.83.0432307426976686	0.016323140085977173	860.8284620211166	3400.0	14.1309	8.35
CoRoT-7-c	3.698	0.030168749226979014	11.5017199544711522.8299999999999996	0.046	1095.8698135137315	5256.0	11.5239	8.4
GJ-3634-b	2.64561	0.06033749845395803	14.3521462040574812.8299999999999996	0.028699999999999996	656.4459081455587	3517.0	10.9233	8.4
TOI-5319-b	4.07853	0.0609	22.463.2549479782380333	0.051180252393792924	534.1499017525861	3580.0	13.1344	8.4
BD-06-1339-b	3.8728	0.037867365368630904	13.3382264676803472.8499999999999996	0.04279999999999999	837.185396268121	4324.0	9.10677	8.5
HD-39855-b	3.2498	0.03530875960048017	11.9139437601249372.85	0.040999999999999995	1142.299520309507	5576.0	7.32113	8.5
TOI-2406-b	3.0766891	0.1287	24.3738948452565722.807625781972688	0.02267	444.00128745708383	3100.0	15.6955	15.6
K2-378-b	2.060438	0.036	9.522.866527022153933	0.03231888727678261	1105.3092127917657	4823.0	15.5122	8.65
K2-255-b	1.96417	0.0386	9.12.90514005738386	0.029200283931581382	1096.0713059342022	4676.0	13.3087	8.75
TOI-824-b	1.392978	0.0387	6.732.9548788824258003	0.021908351266392723	1253.82031364165	4600.0	10.7616	18.467
K2-270-c	4.400028	0.035	20.942.9396081905269598	0.07498320402230164	753.6148004323924	4877.0	13.4701	9.01
K2-278-b	3.334966	0.0169	6.242.967858970539816	0.04672045429053022	1909.868287343397	6747.0	13.2538	9.17
TOI-1246-b	4.30744	0.031	13.42.9079760430222166	0.0535919847153279	995.0024563083758	5151.0	11.7291	8.1
TOI-4010-b	1.348335	0.033	5.9328148974163142.987601793637604	0.022899999999999997	1439.913088374057	4960.0	12.1216	11.0
TOI-261.01	3.3639254	0.02179	5.84484278132007253.042270870635456	0.034792	1722.8045092323637	5890.3	9.42329	9.51
TOI-1696-b	2.500311	0.1025	17.73.130491839262476	0.023047715745328455	535.3130189418034	3185.0	15.3314	48.8
TOI-1410.01	1.21687	0.03761	5.5099233.1177953497122965	0.01947402455666102	1396.246108794635	4635.0	10.8746	12.5
HD-93963-A-c	3.6451389	0.02774	9.923.1165518790862485	0.047516614285606946	1326.3851554677328	5908.0	9.03376	18.4
HD-134060-b	3.2696	0.024974592695028077	8.2305411308382033.1599999999999997	0.044399999999999995	1470.4628483314643	5966.0	6.13951	10.1
K2-160-b	3.705871	0.03189	14.6847133.165385370251329	0.062144607109244104	1042.37466048226	5649.0	12.542	10.2
NGTS-4-b	1.3373508	0.035	4.793.2068452987566833	0.018711620071207337	1661.6278772653097	5143.0	12.9092	20.6
TOI-908-b	3.183792	0.028	8.6966936978330123.1457625311613175	0.04165699999999999	1348.9866223213073	5626.0	11.1061	16.137
TOI-332-b	0.777038	0.0341	3.943.2359686897351874	0.015940871677126083	1870.5912974325677	5251.0	12.063	57.2
K2-370-b	2.14084	0.0302	3.663.195283203461846	0.016510088869867854	1987.396386961369	5377.0	10.8824	10.4
TOI-5704-b	3.771116	0.0389	11.6953.224733823552468	0.041334283108883846	949.068533699663	4590.0	11.2746	10.5
HD-12235-b	4.36305	0.016451266510149647	6.4509646701164293.2299999999999995	0.054	1666.5155984187447	5986.0	5.74089	10.48834
K2-348-b	4.688418	0.035	12.553.2450220285037865	0.049608859506313815	1013.3752721628231	5077.0	12.3271	10.7
K2-266-b	0.658524	0.043	4.03.2831987582508892	0.01302130833069404	1514.976278692178	4285.0	11.3527	11.26782
GJ-674-b	4.6938	0.08480296823343395	23.2951501976426633.3299999999999996	0.03899999999999999	527.4177545890028	3600.0	8.33063	11.09
TOI-2015-b	3.348968	0.0933	19.6135390475257053.3583523776673303	0.030099999999999995	509.96683324280895	3194.0	14.176	16.4
TOI-132-b	2.1097019	0.0356	6.3623.4948069174205485	0.02662764544281712	1513.0057825258361	5397.0	11.3208	22.4
K2-25-b	3.48456408	0.1075	21.093.4004558567598497	0.028442722814770647	493.7938449481495	3207.0	14.3817	24.5
HD-24085-b	2.0455	0.022497087988321368	5.1851725480841283.4599999999999995	0.033999999999999996	1873.737296577987	6034.0	7.42496	11.8
TOI-1853-b	1.2436258	0.03916159760930015	5.654549278744033.459999999999999	0.0213	1482.3514010819283	4985.0	11.9474	73.2
TOI-2196-b	1.1947268	0.0308	4.613.493934306454901	0.022296200235956968	1855.4590851015553	5634.0	11.8259	26.0
K2-283-b	1.921036	0.0393	8.233.515095122371866	0.03138414335732921	1247.1985618713247	5060.0	14.1316	12.2
TOI-5398-c	4.77271	0.0308	11.83.5275298286323515	0.057619289363321134	1235.0804543889274	6000.0	9.98233	11.8
DMPP-4-b	3.4982	0.02345119293881879	7.5619641410809253.53	0.04853	1645.6886327484576	6400.0	5.60037	12.2
TOI-849-b	0.765548	0.0344	3.73.6396603377181296	0.016690526999593183	1932.5116341735736	5257.0	12.0645	41.8
Gl-378-b	3.822	0.059918699562619346	15.142487605121513.6599999999999997	0.03943499999999999	704.8653604568107	3879.0	9.26515	13.02
TOI-1130-b	4.074554	0.048	13.773.6649660557219232	0.04482585392841423	830.8153680237095	4360.0	10.9028	19.8
TOI-3082-b	1.926907	0.0489	8.5193.6270074787162323	0.0269397848053729	1032.7757350853578	4263.0	12.5313	13.0
LHS-3154-b	3.71778	0.24163934577712062	34.7430525804841963.69	0.02262	343.21706501999313	2861.0	14.8561	13.15
K2-55-b	2.849258	0.0552	10.53.793239867672191	0.030762840931264673	972.378918891582	4456.0	13.0624	14.0
TOI-3261-b	0.8831331	0.0411	4.3333.8105830106144456	0.017127903445486675	1721.580218610643	5068.0	13.0582	30.3
K2-100-b	1.6739035	0.02867	5.213.877752239695207	0.030043878692719923	1841.6962316291274	5945.0	10.4053	21.8
TOI-942-b	4.32421	0.03995	10.123.878264898637525	0.04188582852603396	1104.4949707066146	4969.0	11.6346	826.358
HD-125612-c	4.15466	0.03553648192639137	10.4444189897123134.069999999999999	0.051	1290.9067478273746	5900.0	8.1559	15.57359
TOI-1272-b	3.31599	0.04775	11.350431508179544.114633393957448	0.0417	1063.061195788131	5065.0	11.6	27.0
GJ-436-b	2.64388312	0.0822	13.734.124395729135636	0.029371421126784796	684.342229738525	3586.11	9.57148	22.1
HAT-P-11-b	4.88780244	0.05799	16.71844.301230341324219	0.05286889286185542	826.6383373397833	4780.0	9.15098	26.69772
K2-43-b	3.471149	0.04298	8.02.5315753029899186	0.02009001856735652	960.15	3840.6	14.8215	18.5
K2-405-b	3.435471	0.0548	6.334.602586538310782	0.022666842476655652	1384.7319392012007	4927.0	12.5911	18.9
GJ-3470-b	3.3366496	0.07642	13.984.584588937144291	0.03575744276953803	680.8225270250105	3600.0	11.3537	13.9
HD-219828-b	3.83483	0.02697474873121703	6.7542151460620734.59	0.048999999999999995	1602.826742051175	5891.0	7.88338	19.0697
K2-390-b	3.312792	0.0442	5.514.676540317649457	0.024855352369664442	1674.278672864874	5558.0	13.3434	19.6
LP-714-47-b	4.052037	0.0751	15.94.751148555212367	0.04288660908059301	700.4603158552598	3950.0	11.7282	30.8
HD-213885-c	4.78503	0.039255231486926175	11.1030876161597874.709999999999999	0.056798	1268.5834153658666	5978.0	7.80173	19.95
LTT-9779-b	0.792052	0.0455	3.8774.714826123767266	0.01712836849221277	1954.678949657514	5443.0	9.60006	29.32
TOI-1288-b	2.6998279	0.04753	8.54.977023903670372	0.03794781284945121	1306.781947695762	5388.0	10.4468	44.1
NGTS-14-A-b	3.5357173	0.053	10.34.856080023831549	0.040235842741844594	1142.8326458019476	5187.0	13.0986	29.24036
